Name	Emittent	ISIN
VA.F-VA.ESG N.A DLA 	Vanguard Group [Ireland] Ltd 	IE000O58J820 
VA.F-VA.ESG N.A DLD 	Vanguard Group [Ireland] Ltd 	IE000L2ZNB07 
VANECK DIGITAL ASSETS EQ ETF 	VanEck Investments Ltd. 	IE00BMDKNW35 
VANECK EMERGING MKTS HY BD ETF 	VanEck Investments Ltd. 	IE00BF541080 
VANECK EUROPEAN EQUAL WEIGHT UCITS ETF 	VanEck Asset Management B.V. 	NL0010731816 
VANECK GLB FLLN ANGL HY BD ETF 	VanEck Investments Ltd. 	IE00BF540Z61 
VANECK GLOBAL MINING ETF 	VanEck Investments Ltd. 	IE00BDFBTQ78 
VANECK GLOBAL REAL ESTATE UCITS ETF 	VanEck Asset Management B.V. 	NL0009690239 
VANECK GOLD MINERS ETF 	VanEck Investments Ltd. 	IE00BQQP9F84 
VANECK IBOXX EUR CORPORATES UCITS ETF 	VanEck Asset Management B.V. 	NL0009690247 
VANECK IBOXX EUR SOV DIV 1-10 UCITS ETF 	VanEck Asset Management B.V. 	NL0009690254 
VANECK IBOXX EUR SOVCAP AAA-AA 1-5 U ETF 	VanEck Asset Management B.V. 	NL0010273801 
VANECK JP MORGAN EM LC BD ETF 	VanEck Investments Ltd. 	IE00BDS67326 
VANECK JUNIOR GOLD MINERS ETF 	VanEck Investments Ltd. 	IE00BQQP9G91 
VANECK MORNINGSTAR DEVMRKTS DIV LEAD ETF 	VanEck Asset Management B.V. 	NL0011683594 
VANECK MORNINGSTAR GLB WD MTETF 	VanEck Investments Ltd. 	IE00BL0BMZ89 
VANECK MSTAR US SUST WIDMOATETF 	VanEck Investments Ltd. 	IE00BQQP9H09 
VANECK RRE ERTH & STRAT MTLSETF 	VanEck Investments Ltd. 	IE0002PG6CA6 
VANECK SUST WORLD EQUAL WEIGHT UCITS ETF 	VanEck Asset Management B.V. 	NL0010408704 
VANECK VECTORS HYDROGEN ECONOMY ETF 	VanEck Investments Ltd. 	IE00BMDH1538 
VANECK VECTORS SEMICONDUCTOR ETF 	VanEck Investments Ltd. 	IE00BMC38736 
VANECK VIDEO GMNG AND ESPTS ETF 	VanEck Investments Ltd. 	IE00BYWQWR46 
VANGUARD ESG GLOBAL ALL CAP ETF 	Vanguard Group [Ireland] Ltd 	IE00BNG8L278 
VANGUARD ESG GLOBAL ALL CAP ETF 	Vanguard Group [Ireland] Ltd 	IE00BNG8L385 
VANGUARD ESG GLOBAL CORPORATE BOND ETF 	Vanguard Group [Ireland] Ltd 	IE00BNDS1P30 
VANGUARD ESG GLOBAL CORPORATE BOND ETF 	Vanguard Group [Ireland] Ltd 	IE00BNDS1Q47 
VANGUARD EUR CORPORATE BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BGYWT403 
VANGUARD EUR CORPORATE BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BZ163G84 
VANGUARD EUR EUROZONE GOV BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BH04GL39 
VANGUARD EUR EUROZONE GOV BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BZ163H91 
VANGUARD FTSE 100 ETF 	Vanguard Group [Ireland] Ltd 	IE00B810Q511 
VANGUARD FTSE 250 ETF 	Vanguard Group [Ireland] Ltd 	IE00BKX55Q28 
VANGUARD FTSE ALL-WLD HIDIVYLD UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00B8GKDB10 
VANGUARD FTSE ALL-WLD HIDIVYLD UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BK5BR626 
VANGUARD FTSE ALL-WLD UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00B3RBWM25 
VANGUARD FTSE ALL-WLD UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BK5BQT80 
VANGUARD FTSE DEV ASIAPACEXJPN UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00B9F5YL18 
VANGUARD FTSE DEV ASIAPACEXJPN UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BK5BQZ41 
VANGUARD FTSE DEV EUROPE EX UK UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BK5BQY34 
VANGUARD FTSE DEV EUROPE EX UK UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BKX55S42 
VANGUARD FTSE DEV EUROPE UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00B945VV12 
VANGUARD FTSE DEV EUROPE UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BK5BQX27 
VANGUARD FTSE DEV WORLD UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BK5BQV03 
VANGUARD FTSE DEV WORLD UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BKX55T58 
VANGUARD FTSE EMERGING MARKETS UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00B3VVMM84 
VANGUARD FTSE EMERGING MARKETS UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BK5BR733 
VANGUARD FTSE JAPAN UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00B95PGT31 
VANGUARD FTSE JAPAN UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BFMXYX26 
VANGUARD FTSE JAPAN UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BFMXYY33 
VANGUARD FTSE NORTH AMERICA UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BK5BQW10 
VANGUARD FTSE NORTH AMERICA UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BKX55R35 
VANGUARD GERMANY ALL CAP ETF 	Vanguard Group [Ireland] Ltd 	IE00BG143G97 
VANGUARD GLOBAL AGGREGATE BOND ETF 	Vanguard Group [Ireland] Ltd 	IE00BG47KB92 
VANGUARD GLOBAL AGGREGATE BOND ETF 	Vanguard Group [Ireland] Ltd 	IE00BG47KH54 
VANGUARD LIFESTRATEGY 20% EQUITY ETF 	Vanguard Group [Ireland] Ltd 	IE00BMVB5K07 
VANGUARD LIFESTRATEGY 20% EQUITY ETF 	Vanguard Group [Ireland] Ltd 	IE00BMVB5L14 
VANGUARD LIFESTRATEGY 40% EQUITY ETF 	Vanguard Group [Ireland] Ltd 	IE00BMVB5M21 
VANGUARD LIFESTRATEGY 40% EQUITY ETF 	Vanguard Group [Ireland] Ltd 	IE00BMVB5N38 
VANGUARD LIFESTRATEGY 60% EQUITY ETF 	Vanguard Group [Ireland] Ltd 	IE00BMVB5P51 
VANGUARD LIFESTRATEGY 60% EQUITY ETF 	Vanguard Group [Ireland] Ltd 	IE00BMVB5Q68 
VANGUARD LIFESTRATEGY 80% EQUITY ETF 	Vanguard Group [Ireland] Ltd 	IE00BMVB5R75 
VANGUARD LIFESTRATEGY 80% EQUITY ETF 	Vanguard Group [Ireland] Ltd 	IE00BMVB5S82 
VANGUARD S&P 500 ETF 	Vanguard Group [Ireland] Ltd 	IE00B3XXRP09 
VANGUARD S&P 500 ETF 	Vanguard Group [Ireland] Ltd 	IE00BFMXXD54 
VANGUARD U.K. GILT UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00B42WWV65 
VANGUARD USD CORP 1-3 YR BD UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BDD48R20 
VANGUARD USD CORPORATE BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BGYWFK87 
VANGUARD USD CORPORATE BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BGYWFL94 
VANGUARD USD CORPORATE BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BZ163K21 
VANGUARD USD EMERG MRKT GOV BD UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BZ163L38 
VANGUARD USD TREASURY BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BMX0B631 
VANGUARD USD TREASURY BOND UCITS ETF 	Vanguard Group [Ireland] Ltd 	IE00BZ163M45 
WI.WT.REC.DEC. DLA 	WisdomTree Management Ltd. 	IE000LG4J7E7 
WISDOMTREE ARTIFICIAL INTELLIGENCE ETF 	WisdomTree Management Ltd. 	IE00BDVPNG13 
WISDOMTREE BATTERY SOLUTIONS ETF 	WisdomTree Management Ltd. 	IE00BKLF1R75 
WISDOMTREE BIOREVOLUTION ETF 	WisdomTree Management Ltd. 	IE000O8KMPM1 
WISDOMTREE CLOUD COMPUTING ETF 	WisdomTree Management Ltd. 	IE00BJGWQN72 
WISDOMTREE CYBERSECURITY ETF 	WisdomTree Management Ltd. 	IE00BLPK3577 
WISDOMTREE EMERGING MARKETS EQ INC ETF 	WisdomTree Management Ltd. 	IE00BDF12W49 
WISDOMTREE EMERGING MARKETS EQ INC ETF 	WisdomTree Management Ltd. 	IE00BQQ3Q067 
WISDOMTREE EMERGING MARKETS SMCP DIV ETF 	WisdomTree Management Ltd. 	IE00BQZJBM26 
WISDOMTREE EUR AGGT BD ESG ENH YLDETF 	WisdomTree Management Ltd. 	IE00BD49R912 
WISDOMTREE EUR AGGT BD ESG ENH YLDETF 	WisdomTree Management Ltd. 	IE00BD49RB39 
WISDOMTREE EUR GOVT BD ESG ENH YLDETF 	WisdomTree Management Ltd. 	IE00BD49RJ15 
WISDOMTREE EUR GOVT BD ESG ENH YLDETF 	WisdomTree Management Ltd. 	IE00BD49RK20 
WISDOMTREE EUROPE EQUITY ETF 	WisdomTree Management Ltd. 	IE00BVXBH163 
WISDOMTREE EUROPE EQUITY ETF 	WisdomTree Management Ltd. 	IE00BYQCZX56 
WISDOMTREE EUROPE EQUITY INCOME ETF 	WisdomTree Management Ltd. 	IE00BQZJBX31 
WISDOMTREE EUROPE SMALLCAP DIVIDEND ETF 	WisdomTree Management Ltd. 	IE00BDF16114 
WISDOMTREE EUROPE SMALLCAP DIVIDEND ETF 	WisdomTree Management Ltd. 	IE00BQZJC527 
WISDOMTREE EUROPEAN UNION BOND ETF 	WisdomTree Management Ltd. 	IE00BMXWRM76 
WISDOMTREE EUROZONE QUALITY DIV GR ETF 	WisdomTree Management Ltd. 	IE00BZ56TQ67 
WISDOMTREE GLOBAL QUALITY DIV GR ETF 	WisdomTree Management Ltd. 	IE00BZ56RN96 
WISDOMTREE GLOBAL QUALITY DIV GR ETF 	WisdomTree Management Ltd. 	IE00BZ56SW52 
WISDOMTREE JAPAN EQUITY ETF 	WisdomTree Management Ltd. 	IE00BYQCZJ13 
WISDOMTREE JAPAN EQUITY ETF 	WisdomTree Management Ltd. 	IE00BYQCZN58 
WISDOMTREE NEW ECONOMY REAL ESTATE ETF 	WisdomTree Management Ltd. 	IE000MO2MB07 
WISDOMTREE NEW ECONOMY REAL ESTATE ETF 	WisdomTree Management Ltd. 	IE000X9TLGN8 
WISDOMTREE US EQUITY INCOME ETF 	WisdomTree Management Ltd. 	IE00BD6RZT93 
WISDOMTREE US EQUITY INCOME ETF 	WisdomTree Management Ltd. 	IE00BD6RZW23 
WISDOMTREE US EQUITY INCOME ETF 	WisdomTree Management Ltd. 	IE00BQZJBQ63 
WISDOMTREE US QUALITY DIVIDEND GR ETF 	WisdomTree Management Ltd. 	IE00BZ56RG20 
WISDTREBLOCKETF DLA 	WisdomTree Management Ltd. 	IE000940RNE6 
X COMMODTY EX AGRI SWAP ETF 	DWS Investment S.A. 	LU0292106167 
X MSCI EM EMEA ESG SWAP 	DWS Investment S.A. 	LU0292109005 
X MSCI EM LATAM ESG SWAP 	DWS Investment S.A. 	LU0292108619 
XT.-S+P500 4CDLD 	DWS Investment S.A. 	IE000Z9SJA06 
XTRACKERS ARTIFICIAL INTLGC&BIG DATA ETF 	DWS Investment S.A. 	IE00BGV5VN51 
XTRACKERS ATX ETF 	DWS Investment S.A. 	LU0659579063 
XTRACKERS CAC 40 ETF 	DWS Investment S.A. 	LU0322250985 
XTRACKERS CSI300 SWAP ETF 	DWS Investment S.A. 	LU0779800910 
XTRACKERS DAX ETF 	DWS Investment S.A. 	LU0274211480 
XTRACKERS DAX INCOME ETF 	DWS Investment S.A. 	LU0838782315 
XTRACKERS ESG $ EM BD QUAL WTD ETF 	DWS Investment S.A. 	IE00BD4DXB77 
XTRACKERS ESG $ EM BD QUAL WTD ETF 	DWS Investment S.A. 	IE00BD4DX952 
XTRACKERS ESG MSCI EM MKTS UCITS ETF 	DWS Investment S.A. 	IE00BG370F43 
XTRACKERS ESG MSCI EUROPE UCITS ETF 	DWS Investment S.A. 	IE00BFMNHK08 
XTRACKERS ESG MSCI JAPAN UCITS ETF 	DWS Investment S.A. 	IE00BG36TC12 
XTRACKERS ESG MSCI USA UCITS ETF 	DWS Investment S.A. 	IE00BFMNPS42 
XTRACKERS ESG MSCI WORLD UCITS ETF 	DWS Investment S.A. 	IE00BZ02LR44 
XTRACKERS ESG MSCI WORLD UCITS ETF 	DWS Investment S.A. 	IE00BMY76136 
XTRACKERS ESG USD CORP BD SHRT DUR ETF 	DWS Investment S.A. 	IE00BF8J5974 
XTRACKERS ESG USD CORPORATE BOND ETF 	DWS Investment S.A. 	IE00BL58LJ19 
XTRACKERS ESG USD CORPORATE BOND ETF 	DWS Investment S.A. 	IE00BL58LL31 
XTRACKERS EUR CORPORATE GREEN BOND ETF 	DWS Investment S.A. 	IE000MCVFK47 
XTRACKERS EURO STOXX 50 ETF 	DWS Investment S.A. 	LU0380865021 
XTRACKERS EURO STOXX 50 ETF 	DWS Investment S.A. 	LU0274211217 
XTRACKERS EURO STOXX QUALITY DIV ETF 	DWS Investment S.A. 	LU0292095535 
XTRACKERS FTSE 100 ETF 	DWS Investment S.A. 	LU0838780707 
XTRACKERS FTSE 100 INCOME ETF 	DWS Investment S.A. 	LU0292097234 
XTRACKERS FTSE DEVELOPED EURP RE ETF 	DWS Investment S.A. 	LU0489337690 
XTRACKERS FTSE VIETNAM SWAP ETF 	DWS Investment S.A. 	LU0322252924 
XTRACKERS FUTURE MOBILITY ETF 	DWS Investment S.A. 	IE00BGV5VR99 
XTRACKERS HARVEST CSI300 ETF 	DWS Investment S.A. 	LU0875160326 
XTRACKERS IBOXX EUR CORP BD YLD PL ETF 	DWS Investment S.A. 	IE00BYPHT736 
XTRACKERS II ESG EUR CORP BD SHT DUR ETF 	DWS Investment S.A. 	LU2178481649 
XTRACKERS II ESG EUR CORPORATE BOND ETF 	DWS Investment S.A. 	LU0484968812 
XTRACKERS II EUR CORPORATE BOND ETF 	DWS Investment S.A. 	LU0478205379 
XTRACKERS II EUR COVERED BOND SWAP ETF 	DWS Investment S.A. 	LU0820950128 
XTRACKERS II EUR H YLD CORP BD 1-3 SPETF 	DWS Investment S.A. 	LU1109939865 
XTRACKERS II EUR HIGH YLD CORP BD ETF 	DWS Investment S.A. 	LU1109943388 
XTRACKERS II EUR HIGH YLD CORP BD ETF 	DWS Investment S.A. 	LU1109942653 
XTRACKERS II EUR OVERNIGHT RATE SWAP ETF 	DWS Investment S.A. 	LU0335044896 
XTRACKERS II EUR OVERNIGHT RATE SWAP ETF 	DWS Investment S.A. 	LU0290358497 
XTRACKERS II EUROZ INFL-LNKD BD ETF 	DWS Investment S.A. 	LU0290358224 
XTRACKERS II EUROZONE GOVT BOND 1-3 ETF 	DWS Investment S.A. 	LU0614173549 
XTRACKERS II EUROZONE GOVT BOND 1-3 ETF 	DWS Investment S.A. 	LU0290356871 
XTRACKERS II EUROZONE GOVT BOND 3-5 ETF 	DWS Investment S.A. 	LU0614173895 
XTRACKERS II EUROZONE GOVT BOND 3-5 ETF 	DWS Investment S.A. 	LU0290356954 
XTRACKERS II EUROZONE GOVT BOND 5-7 ETF 	DWS Investment S.A. 	LU0290357176 
XTRACKERS II EUROZONE GOVT BOND ETF 	DWS Investment S.A. 	LU0643975591 
XTRACKERS II EUROZONE GOVT BOND ETF 	DWS Investment S.A. 	LU0290355717 
XTRACKERS II GERMANY GOVERNMENT BOND ETF 	DWS Investment S.A. 	LU0643975161 
XTRACKERS II GERMANY GOVERNMENT BOND ETF 	DWS Investment S.A. 	LU0468896575 
XTRACKERS II GLB AGGREGATE BD SWAP ETF 	DWS Investment S.A. 	LU0942970798 
XTRACKERS II GLB AGGREGATE BD SWAP ETF 	DWS Investment S.A. 	LU0942970103 
XTRACKERS II GLOBAL GOVERNMENT BOND ETF 	DWS Investment S.A. 	LU0908508731 
XTRACKERS II GLOBAL GOVERNMENT BOND ETF 	DWS Investment S.A. 	LU0690964092 
XTRACKERS II GLOBAL GOVERNMENT BOND ETF 	DWS Investment S.A. 	LU0378818131 
XTRACKERS II GLOBAL INFL-LNKD BD ETF 	DWS Investment S.A. 	LU0962078753 
XTRACKERS II GLOBAL INFL-LNKD BD ETF 	DWS Investment S.A. 	LU0908508814 
XTRACKERS II GLOBAL INFL-LNKD BD ETF 	DWS Investment S.A. 	LU0290357929 
XTRACKERS II IBOXX EUROZ GOVTBD YLDPLETF 	DWS Investment S.A. 	LU0962071741 
XTRACKERS II IBOXX EUROZ GOVTBD YLDPLETF 	DWS Investment S.A. 	LU0524480265 
XTRACKERS II IBOXXEUROZGOVTBDYLDPL1-3ETF 	DWS Investment S.A. 	LU0925589839 
XTRACKERS II US TREASURIES 1-3 ETF 	DWS Investment S.A. 	LU0429458895 
XTRACKERS II US TREASURIES ETF 	DWS Investment S.A. 	LU1399300455 
XTRACKERS II US TREASURIES ETF 	DWS Investment S.A. 	LU0429459356 
XTRACKERS II USD EMERGING MARKETS BD ETF 	DWS Investment S.A. 	LU0677077884 
XTRACKERS II USD EMERGING MARKETS BD ETF 	DWS Investment S.A. 	LU0321462953 
XTRACKERS LPX PRIVATE EQUITY SWAP ETF 	DWS Investment S.A. 	LU0322250712 
XTRACKERS MSCI AC ASIA EX JAPAN SWAP ETF 	DWS Investment S.A. 	LU0322252171 
XTRACKERS MSCI AC WORLD ESG SCREENED ETF 	DWS Investment S.A. 	IE00BGHQ0G80 
XTRACKERS MSCI CANADA ETF 	DWS Investment S.A. 	LU0476289540 
XTRACKERS MSCI CHINA ETF 	DWS Investment S.A. 	LU0514695690 
XTRACKERS MSCI EM ASIA SWAP ETF 	DWS Investment S.A. 	LU0292107991 
XTRACKERS MSCI EMERGING MARKETS ETF 	DWS Investment S.A. 	IE00BTJRMP35 
XTRACKERS MSCI EMERGING MARKETS SWAP ETF 	DWS Investment S.A. 	LU0292107645 
XTRACKERS MSCI EMU ESG SCREENED ETF 1D 	DWS Investment S.A. 	IE00BDGN9Z19 
XTRACKERS MSCI EMU ETF 	DWS Investment S.A. 	LU0846194776 
XTRACKERS MSCI EUROPE ESG SCREENED ETF 	DWS Investment S.A. 	LU0322253732 
XTRACKERS MSCI EUROPE ETF 	DWS Investment S.A. 	LU1242369327 
XTRACKERS MSCI EUROPE ETF 	DWS Investment S.A. 	LU0274209237 
XTRACKERS MSCI EUROPE SMALL CAP ETF 	DWS Investment S.A. 	LU0322253906 
XTRACKERS MSCI EUROPE VALUE ETF 	DWS Investment S.A. 	LU0486851024 
XTRACKERS MSCI EURP CNSMERSTPESGSCRNETF 	DWS Investment S.A. 	LU0292105359 
XTRACKERS MSCI EURP COMM SVCS ESGSCRNETF 	DWS Investment S.A. 	LU0292104030 
XTRACKERS MSCI EURP CSM DCRT ESGSCRNDETF 	DWS Investment S.A. 	IE00BNKF6C99 
XTRACKERS MSCI EURP ENGY ESG SCRN ETF 	DWS Investment S.A. 	LU0292101796 
XTRACKERS MSCI EURP FINCLS ESG SCRN ETF 	DWS Investment S.A. 	LU0292103651 
XTRACKERS MSCI EURP HLTHCR ESG SCRN ETF 	DWS Investment S.A. 	LU0292103222 
XTRACKERS MSCI EURP INDSTR ESG SCRN ETF 	DWS Investment S.A. 	LU0292106084 
XTRACKERS MSCI EURP INFO TECHESG SCRNETF 	DWS Investment S.A. 	LU0292104469 
XTRACKERS MSCI EURP MATRLS ESG SCRN ETF 	DWS Investment S.A. 	LU0292100806 
XTRACKERS MSCI EURP UTILTS ESG SCRN ETF 	DWS Investment S.A. 	LU0292104899 
XTRACKERS MSCI INDIA SWAP ETF 	DWS Investment S.A. 	LU0514695187 
XTRACKERS MSCI JAPAN ETF 	DWS Investment S.A. 	LU0659580079 
XTRACKERS MSCI JAPAN ETF 	DWS Investment S.A. 	LU0274209740 
XTRACKERS MSCI NA H DIV YLD ETF 	DWS Investment S.A. 	IE00BH361H73 
XTRACKERS MSCI NORDIC ETF 	DWS Investment S.A. 	IE00B9MRHC27 
XTRACKERS MSCI PACIFIC EX JAPAN ETF 	DWS Investment S.A. 	LU0322252338 
XTRACKERS MSCI USA ETF 	DWS Investment S.A. 	IE00BK1PV445 
XTRACKERS MSCI USA ETF 	DWS Investment S.A. 	IE00BJ0KDR00 
XTRACKERS MSCI USA ETF 	DWS Investment S.A. 	IE00BG04M077 
XTRACKERS MSCI USA SWAP ETF 	DWS Investment S.A. 	LU0274210672 
XTRACKERS MSCI WLD COMMUNICATION SVC ETF 	DWS Investment S.A. 	IE00BM67HR47 
XTRACKERS MSCI WLD CONSUMER DISC ETF 	DWS Investment S.A. 	IE00BM67HP23 
XTRACKERS MSCI WLD CONSUMER STAPLES ETF 	DWS Investment S.A. 	IE00BM67HN09 
XTRACKERS MSCI WLD INFORMATION TECH ETF 	DWS Investment S.A. 	IE00BM67HT60 
XTRACKERS MSCI WLD MINIMUM VOL ETF 	DWS Investment S.A. 	IE00BL25JN58 
XTRACKERS MSCI WORLD ENERGY ETF 	DWS Investment S.A. 	IE00BM67HM91 
XTRACKERS MSCI WORLD ESG SCREENED ETF 	DWS Investment S.A. 	IE00BCHWNQ94 
XTRACKERS MSCI WORLD ETF 	DWS Investment S.A. 	IE00BK1PV551 
XTRACKERS MSCI WORLD ETF 	DWS Investment S.A. 	IE00BJ0KDQ92 
XTRACKERS MSCI WORLD FINANCIALS ETF 	DWS Investment S.A. 	IE00BM67HL84 
XTRACKERS MSCI WORLD HEALTH CARE ETF 	DWS Investment S.A. 	IE00BM67HK77 
XTRACKERS MSCI WORLD INDUSTRIALS ETF 	DWS Investment S.A. 	IE00BM67HV82 
XTRACKERS MSCI WORLD MATERIALS ETF 	DWS Investment S.A. 	IE00BM67HS53 
XTRACKERS MSCI WORLD MOMENTUM ETF 	DWS Investment S.A. 	IE00BL25JP72 
XTRACKERS MSCI WORLD QUALITY ETF 	DWS Investment S.A. 	IE00BL25JL35 
XTRACKERS MSCI WORLD SWAP ETF 	DWS Investment S.A. 	LU0659579733 
XTRACKERS MSCI WORLD SWAP ETF 	DWS Investment S.A. 	LU0274208692 
XTRACKERS MSCI WORLD UTILITIES ETF 	DWS Investment S.A. 	IE00BM67HQ30 
XTRACKERS MSCI WORLD VALUE ETF 	DWS Investment S.A. 	IE00BL25JM42 
XTRACKERS NASDAQ 100 ETF 	DWS Investment S.A. 	IE00BMFKG444 
XTRACKERS NIFTY 50 SWAP ETF 	DWS Investment S.A. 	LU0292109690 
XTRACKERS NIKKEI 225 ETF 	DWS Investment S.A. 	LU1875395870 
XTRACKERS NIKKEI 225 ETF 	DWS Investment S.A. 	LU0839027447 
XTRACKERS PORTFOLIO ETF 	DWS Investment S.A. 	LU0397221945 
XTRACKERS RUSSELL 2000 ETF 	DWS Investment S.A. 	IE00BJZ2DD79 
XTRACKERS S&P 500 EQUAL WEIGHT ETF 	DWS Investment S.A. 	IE00BLNMYC90 
XTRACKERS S&P 500 EQUAL WEIGHT ETF 	DWS Investment S.A. 	IE0002EI5AG0 
XTRACKERS S&P 500 ETF 	DWS Investment S.A. 	IE00BM67HW99 
XTRACKERS S&P 500 SWAP ETF 	DWS Investment S.A. 	LU0490618542 
XTRACKERS S&P GLOBAL INFRAS SWAP ETF 	DWS Investment S.A. 	LU0322253229 
XTRACKERS S&P SELECT FRONTIER SWAP ETF 	DWS Investment S.A. 	LU0328476410 
XTRACKERS STOXX EUROPE 600 ETF 	DWS Investment S.A. 	LU0328475792 
XTRACKERS STOXX GLB SEL DIV 100 SWAP ETF 	DWS Investment S.A. 	LU0292096186 
XTRACKERS SWITZERLAND ETF 	DWS Investment S.A. 	LU0274221281 
XTRACKERS USD CORPORATE BOND ETF 	DWS Investment S.A. 	IE00BZ036J45 
XTRACKERS USD CORPORATE BOND ETF 	DWS Investment S.A. 	IE00BZ036H21 
XTRACKERS USD HIGH YLD CORPORATE BD ETF 	DWS Investment S.A. 	IE00BDR5HM97 
XTRIE-M.INNO. 1CDLA 	DWS Investment S.A. 	IE0006FFX5U1 
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		 
